seen, seed_size, seed_score
3216, 100, 10965.9
6924, 200, 19352.9
9794, 300, 24877.8
13408, 400, 31807.2
16707, 500, 37102.3
19798, 600, 41895.4
23465, 700, 46804.1
27243, 800, 52373.2
30317, 900, 57373.6
33634, 1000, 61478.9
37327, 1100, 66942.4
41389, 1200, 71391.8
45249, 1300, 75350.4
48947, 1400, 80313.1
53041, 1500, 84322.1
56094, 1600, 88071.2
59498, 1700, 91719.2
63138, 1800, 95275.1
66681, 1900, 100663
70373, 2000, 104731
74219, 2100, 108760
77718, 2200, 113639
82054, 2300, 124405
85099, 2400, 129694
88943, 2500, 132990
92902, 2600, 136367
96706, 2700, 143047
101208, 2800, 147112
104957, 2900, 152320
108740, 3000, 155201
112570, 3100, 157585
115836, 3200, 164141
118996, 3300, 166786
122288, 3400, 169214
126015, 3500, 172356
129462, 3600, 175813
133490, 3700, 180780
137522, 3800, 183708
141347, 3900, 185780
145255, 4000, 189040
149022, 4100, 192110
153049, 4200, 194745
156634, 4300, 197620
160974, 4400, 199683
164630, 4500, 202965
168544, 4600, 205850
172054, 4700, 209186
175221, 4800, 211804
179025, 4900, 216818
182626, 5000, 219098
186465, 5100, 221923
190520, 5200, 224961
194424, 5300, 227289
198537, 5400, 229300
202772, 5500, 231961
206490, 5600, 234002
210322, 5700, 237198
214117, 5800, 239381
217851, 5900, 240956
222307, 6000, 244251
226104, 6100, 247717
226978, 6124, 248254
