seen, seed_size, seed_score
1223, 100, 3472.62
2318, 200, 5799.84
3173, 300, 8384.94
4187, 400, 12729.3
5125, 500, 15213.4
6277, 600, 28629.7
7303, 700, 31497.2
8428, 800, 33498.3
9324, 900, 35864.8
10523, 1000, 37616.6
11640, 1100, 42053.8
12719, 1200, 44472.5
13636, 1300, 48812.5
14720, 1400, 50577.1
15896, 1500, 52397.8
16821, 1600, 54747.7
17865, 1700, 56243.5
18829, 1800, 58069.3
19752, 1900, 60217.3
20709, 2000, 62325.4
21748, 2100, 63958.6
22844, 2200, 65788.1
23912, 2300, 68245
24852, 2400, 70082.4
25844, 2500, 72246.6
26769, 2600, 74207.6
27912, 2700, 76645
29230, 2800, 78538.5
30202, 2900, 80626.6
31041, 3000, 82216.1
32094, 3100, 84759
32981, 3200, 86083
34213, 3300, 87984.6
35317, 3400, 89402
36322, 3500, 91464
37289, 3600, 93189.5
38454, 3700, 96497.9
39381, 3800, 98228.7
40191, 3900, 99610.4
41014, 4000, 101909
42279, 4100, 103477
43356, 4200, 105187
44274, 4300, 107231
45271, 4400, 109207
46147, 4500, 111606
47022, 4600, 113846
47959, 4700, 115104
49000, 4800, 116539
49993, 4900, 118257
51002, 5000, 120286
52146, 5100, 121847
53249, 5200, 123650
54361, 5300, 124853
55420, 5400, 126192
56546, 5500, 128521
57576, 5600, 130887
58563, 5700, 132266
59760, 5800, 133814
60653, 5900, 134989
61625, 6000, 136500
62727, 6100, 138281
63789, 6200, 139230
64976, 6300, 140724
66023, 6400, 142324
67068, 6500, 143070
68023, 6600, 145077
68997, 6700, 146434
70012, 6800, 147549
71171, 6900, 148880
72158, 7000, 149770
73233, 7100, 150898
74146, 7200, 152064
75217, 7300, 153544
76258, 7400, 154575
77226, 7500, 155910
78241, 7600, 156974
79256, 7700, 158296
80279, 7800, 159491
81328, 7900, 161070
82331, 8000, 165210
83641, 8100, 166888
84672, 8200, 168379
85970, 8300, 169378
87030, 8400, 171398
87963, 8500, 172580
88979, 8600, 173841
90042, 8700, 175007
91202, 8800, 176485
92247, 8900, 177834
93378, 9000, 180043
94533, 9100, 181447
95536, 9200, 182553
96633, 9300, 184217
97696, 9400, 185490
99054, 9500, 186697
100041, 9600, 187758
101014, 9700, 188636
102009, 9800, 190614
103064, 9900, 191731
104073, 10000, 193162
113489, 10000, 193100
