seen, seed_size, seed_score
5764, 100, 13995.5
10685, 200, 26478.5
15579, 300, 36404.4
21245, 400, 47298.9
25671, 500, 56811.8
31487, 600, 68120.1
36113, 700, 77800.7
41128, 800, 86528
45447, 900, 94296
50290, 1000, 102321
55905, 1100, 110096
62102, 1200, 117610
67173, 1300, 125113
72111, 1400, 131614
76292, 1500, 138514
81333, 1600, 145317
86789, 1700, 151993
92495, 1800, 158002
97606, 1900, 164729
103162, 2000, 171475
108745, 2100, 177964
113447, 2200, 183875
118015, 2300, 190425
123978, 2400, 196405
129363, 2500, 201746
134242, 2600, 208025
138817, 2700, 213371
144214, 2800, 219131
149450, 2900, 224269
154001, 3000, 229386
159659, 3100, 234549
164958, 3200, 239735
170762, 3300, 244460
176392, 3400, 249380
181906, 3500, 254656
187545, 3600, 259109
193068, 3700, 264496
199121, 3800, 269905
203767, 3900, 274162
209442, 4000, 279042
214682, 4100, 283597
219725, 4200, 287704
225339, 4300, 292309
230552, 4400, 296577
235831, 4500, 300932
240829, 4600, 305541
245765, 4700, 310026
251882, 4800, 314136
257847, 4900, 318556
262572, 5000, 322865
267610, 5100, 326683
272854, 5200, 331382
277597, 5300, 335862
283277, 5400, 339520
289528, 5500, 343671
294733, 5600, 347370
300397, 5700, 351258
306396, 5800, 354991
311805, 5900, 358610
316546, 6000, 362104
320888, 6100, 365662
326572, 6200, 369512
332124, 6300, 372985
338070, 6400, 376507
343496, 6500, 380005
349039, 6600, 384229
353676, 6700, 387513
358913, 6800, 391100
364843, 6900, 394701
370380, 7000, 398378
376563, 7100, 402164
381438, 7200, 405480
387180, 7300, 408697
392514, 7400, 411998
398112, 7500, 415452
399796, 7533, 416619
