seen, seed_size, seed_score
278, 100, 70602.3
599, 200, 117083
909, 300, 147518
1255, 400, 177099
1635, 500, 209932
1932, 600, 229631
2312, 700, 245378
2635, 800, 258032
3006, 900, 267181
3371, 1000, 277941
3698, 1100, 289974
4095, 1200, 298995
4477, 1300, 308602
4955, 1400, 315845
5403, 1500, 324539
5914, 1600, 331376
6375, 1700, 338651
6826, 1800, 345108
7378, 1900, 350743
7772, 2000, 356125
8243, 2100, 362087
8747, 2200, 368917
9242, 2300, 373209
9707, 2400, 379280
10292, 2500, 383344
10781, 2600, 387777
11301, 2700, 393739
11905, 2800, 399698
12432, 2900, 404182
12990, 3000, 407393
13617, 3100, 411392
14109, 3200, 414632
14717, 3300, 418307
15299, 3400, 422903
15974, 3500, 426974
16752, 3600, 431620
17404, 3700, 434948
18047, 3800, 438263
18879, 3900, 441087
19594, 4000, 443706
20337, 4100, 446550
21102, 4200, 448733
21930, 4300, 451852
22790, 4400, 454696
23596, 4500, 457788
24566, 4600, 460343
25346, 4700, 462803
26368, 4800, 466084
27368, 4900, 470518
28390, 5000, 472798
29341, 5100, 475511
30373, 5200, 477826
31363, 5300, 480029
32467, 5400, 482621
33619, 5500, 484724
34844, 5600, 486883
35868, 5700, 489088
37124, 5800, 491437
38305, 5900, 493527
39763, 6000, 496192
41240, 6100, 498450
42644, 6200, 500645
43930, 6300, 502289
45295, 6400, 504384
46988, 6500, 506436
48459, 6600, 508648
49950, 6700, 510604
51125, 6800, 512134
52992, 6900, 513889
54788, 7000, 515656
56557, 7100, 517839
58278, 7200, 519830
59940, 7300, 521674
61783, 7400, 523630
63896, 7500, 525052
65903, 7600, 526711
67822, 7700, 528163
69944, 7800, 529834
71870, 7900, 531460
74475, 8000, 532912
76693, 8100, 534468
78700, 8200, 536051
80897, 8300, 537592
83083, 8400, 539252
85309, 8500, 540666
87798, 8600, 542167
90735, 8700, 543676
93021, 8800, 545210
95947, 8900, 546572
99091, 9000, 547879
102411, 9100, 549497
105590, 9200, 550797
108509, 9300, 552267
112033, 9400, 553629
113489, 9441, 554335
