seen, seed_size, seed_score
1059, 100, 9375.89
2127, 200, 17433.3
3180, 300, 24919.9
4322, 400, 31536.6
5392, 500, 36665.1
6460, 600, 51683.7
7588, 700, 63090.7
8455, 800, 70723.8
9482, 900, 75385.2
10411, 1000, 84513
11287, 1100, 92629.4
12372, 1200, 98680.5
13441, 1300, 105204
14253, 1400, 109740
15124, 1500, 113915
16126, 1600, 119638
17073, 1700, 123306
17991, 1800, 126615
18829, 1900, 129859
19831, 2000, 140547
20845, 2100, 145227
21972, 2200, 149421
23034, 2300, 153674
23999, 2400, 157180
24972, 2500, 160054
25998, 2600, 166226
26972, 2700, 170395
27897, 2800, 174731
29003, 2900, 178729
30137, 3000, 183696
31105, 3100, 186900
32141, 3200, 190663
33090, 3300, 194502
34073, 3400, 197819
35018, 3500, 200291
35986, 3600, 203049
37044, 3700, 205475
38132, 3800, 209150
39110, 3900, 213738
40066, 4000, 217373
41103, 4100, 221011
42070, 4200, 223537
42973, 4300, 226405
43860, 4400, 228589
45109, 4500, 236105
45915, 4600, 239431
46937, 4700, 244196
48014, 4800, 246927
49060, 4900, 255082
50072, 5000, 257980
51164, 5100, 261272
52172, 5200, 264721
53315, 5300, 267320
54413, 5400, 269419
55595, 5500, 271316
56799, 5600, 274803
57861, 5700, 276855
58913, 5800, 278648
60027, 5900, 281903
61284, 6000, 284977
62348, 6100, 286781
63373, 6200, 288088
64459, 6300, 290505
65644, 6400, 292699
66728, 6500, 294251
67642, 6600, 296396
68716, 6700, 299235
69759, 6800, 301756
70740, 6900, 303637
71864, 7000, 305985
72902, 7100, 314707
74059, 7200, 317966
74953, 7300, 320425
75992, 7400, 322980
77117, 7500, 324682
78428, 7600, 327093
79612, 7700, 328489
80874, 7800, 330935
82081, 7900, 332775
83143, 8000, 335158
84270, 8100, 338133
85620, 8200, 339700
86808, 8300, 341412
88290, 8400, 343542
89484, 8500, 345455
90818, 8600, 348010
91924, 8700, 349692
93145, 8800, 352849
94168, 8900, 354604
95205, 9000, 355866
96289, 9100, 357154
97552, 9200, 358559
98823, 9300, 359566
100000, 9400, 362367
101187, 9500, 364206
102428, 9600, 365877
103666, 9700, 369066
104895, 9800, 370771
106103, 9900, 373334
107587, 10000, 374884
113489, 10000, 374855
