seen, seed_size, seed_score
1609, 100, 15391.5
2929, 200, 28602.6
4267, 300, 36348.6
5722, 400, 47344.4
7139, 500, 52154.5
8625, 600, 59536.2
10190, 700, 71036
11685, 800, 87165.6
13137, 900, 93594.3
14555, 1000, 101062
15940, 1100, 108659
17706, 1200, 114727
19128, 1300, 120710
20875, 1400, 128383
22689, 1500, 136295
24193, 1600, 141526
25806, 1700, 148071
27259, 1800, 152672
29001, 1900, 157308
30253, 2000, 163972
31745, 2100, 168431
33289, 2200, 174491
34831, 2300, 179126
36238, 2400, 182712
37835, 2500, 197689
39550, 2600, 201608
41172, 2700, 207910
42589, 2800, 213655
44359, 2900, 220073
46536, 3000, 225052
48311, 3100, 229640
49616, 3200, 232714
51242, 3300, 236409
53117, 3400, 239354
54729, 3500, 242484
56310, 3600, 246618
58033, 3700, 249625
59558, 3800, 260594
61193, 3900, 263502
62928, 4000, 267503
64928, 4100, 271685
66620, 4200, 276265
68501, 4300, 278894
70275, 4400, 282261
72380, 4500, 285438
73960, 4600, 289313
75653, 4700, 291834
77609, 4800, 295456
79430, 4900, 298066
81375, 5000, 304889
83070, 5100, 307486
84503, 5200, 310079
86564, 5300, 312764
88112, 5400, 314731
89749, 5500, 317234
91585, 5600, 320694
94014, 5700, 323125
96231, 5800, 325531
98082, 5900, 327863
100104, 6000, 330827
101800, 6100, 334126
103783, 6200, 336856
105536, 6300, 340200
107463, 6400, 343135
109662, 6500, 350580
111693, 6600, 353352
113725, 6700, 355501
116013, 6800, 358266
118116, 6900, 361550
120141, 7000, 365056
122057, 7100, 368900
124422, 7200, 371388
126357, 7300, 374540
128439, 7400, 378431
130558, 7500, 380102
132384, 7600, 381548
134342, 7700, 384760
136417, 7800, 387965
138566, 7900, 390503
140837, 8000, 391671
142802, 8100, 393764
144919, 8200, 395881
147221, 8300, 397483
149650, 8400, 399689
151651, 8500, 404541
153696, 8600, 407379
156108, 8700, 409911
158313, 8800, 411364
160640, 8900, 413428
162866, 9000, 416035
165470, 9100, 417949
167866, 9200, 419816
170818, 9300, 421631
173786, 9400, 424779
176069, 9500, 428371
178615, 9600, 429758
180949, 9700, 432149
183694, 9800, 434837
186146, 9900, 436064
189110, 10000, 437601
189110, 10000, 437603
