seen, seed_size, seed_score
100, 100, 634.06
201, 200, 1190.99
301, 300, 1586.03
405, 400, 1954.82
513, 500, 2303.76
624, 600, 2644.4
736, 700, 2937.43
841, 800, 3237.06
954, 900, 3535.81
1068, 1000, 3784.72
1190, 1100, 4012.08
1308, 1200, 4247.72
1430, 1300, 4483.6
1556, 1400, 4710.78
1695, 1500, 4932.82
1832, 1600, 5154.85
1957, 1700, 5368.81
2104, 1800, 5553.17
2246, 1900, 5739.9
2384, 2000, 5924.61
2535, 2100, 6084.85
2679, 2200, 6243.77
2827, 2300, 6414.65
2970, 2400, 6592.21
3123, 2500, 6759.6
3281, 2600, 6897.72
3443, 2700, 7040.41
3606, 2800, 7177.81
3785, 2900, 7320.33
3956, 3000, 7473.86
4120, 3100, 7624.67
4289, 3200, 7756.69
4470, 3300, 7874
4676, 3400, 8002.8
4874, 3500, 8119.3
5062, 3600, 8238.36
5265, 3700, 8371.12
5463, 3800, 8495.27
5676, 3900, 8622.85
5895, 4000, 8750.87
6103, 4100, 8877.03
6305, 4200, 8999.51
6521, 4300, 9131.15
6760, 4400, 9239.96
7024, 4500, 9361.74
7278, 4600, 9475
7553, 4700, 9589.55
7600, 4713, 9600.21
