seen, seed_size, seed_score
509, 100, 101337
1000, 200, 160229
1564, 300, 198121
2220, 400, 222800
2798, 500, 248101
3530, 600, 273735
4360, 700, 290149
5103, 800, 304670
6083, 900, 317874
7029, 1000, 333594
7987, 1100, 346351
9128, 1200, 356607
10397, 1300, 367517
11522, 1400, 376644
12951, 1500, 384386
14463, 1600, 392631
16238, 1700, 401757
18074, 1800, 409234
19862, 1900, 415960
21964, 2000, 422386
23975, 2100, 427928
26173, 2200, 433879
28544, 2300, 440170
31245, 2400, 445947
34320, 2500, 451219
37534, 2600, 456866
41649, 2700, 461342
45311, 2800, 465794
50439, 2900, 470065
56974, 3000, 474713
63233, 3100, 478979
70375, 3200, 482930
81093, 3300, 487223
91122, 3400, 491189
106784, 3500, 494663
113489, 3545, 496188
