seen, seed_size, seed_score
0, 100, 79776.7
0, 200, 139254
0, 300, 175647
0, 400, 205306
0, 500, 224917
0, 600, 245002
0, 700, 262629
0, 800, 282367
0, 900, 294595
0, 1000, 304513
0, 1100, 314977
0, 1200, 323101
0, 1300, 333880
0, 1400, 345537
0, 1500, 354040
0, 1600, 362887
0, 1700, 370048
0, 1800, 377112
0, 1900, 383700
0, 2000, 390649
0, 2100, 395796
0, 2200, 401536
0, 2300, 406640
0, 2400, 412094
0, 2500, 417598
0, 2600, 423041
0, 2700, 428575
0, 2800, 432326
0, 2900, 437070
0, 3000, 441446
0, 3100, 445510
0, 3200, 449411
0, 3300, 453279
0, 3400, 457457
0, 3500, 461706
0, 3600, 465916
0, 3700, 469526
0, 3800, 472815
0, 3900, 475777
0, 4000, 479128
0, 4100, 482565
0, 4200, 486343
0, 4300, 489068
0, 4400, 491719
0, 4500, 494735
0, 4600, 497705
0, 4700, 500339
0, 4800, 502862
0, 4900, 505776
0, 5000, 508231
0, 5100, 510984
0, 5200, 513422
0, 5300, 516303
0, 5400, 518928
0, 5500, 521133
0, 5600, 523457
0, 5700, 525751
0, 5800, 528524
0, 5900, 530698
0, 6000, 533057
0, 6100, 535446
0, 6200, 537703
0, 6300, 539572
0, 6400, 541574
0, 6500, 543631
0, 6600, 545712
0, 6629, 546268
