seen, seed_size, seed_score
0, 100, 97031
0, 200, 150848
0, 300, 186456
0, 400, 212866
0, 500, 237506
0, 600, 257141
0, 700, 279409
0, 800, 292614
0, 900, 305004
0, 1000, 317076
0, 1100, 328085
0, 1200, 341541
0, 1300, 352536
0, 1400, 361299
0, 1500, 369864
0, 1600, 378078
0, 1700, 385732
0, 1800, 392323
0, 1900, 398918
0, 2000, 405599
0, 2100, 412936
0, 2200, 418697
0, 2300, 423870
0, 2400, 429823
0, 2500, 434782
0, 2600, 439291
0, 2700, 444147
0, 2800, 449318
0, 2900, 454361
0, 3000, 458694
0, 3100, 462776
0, 3200, 466771
0, 3300, 471092
0, 3400, 475016
0, 3500, 478756
0, 3600, 482334
0, 3700, 485574
0, 3800, 489042
0, 3900, 492536
0, 4000, 495746
0, 4100, 499223
0, 4200, 502414
0, 4300, 505456
0, 4400, 508531
0, 4500, 511699
0, 4600, 514755
0, 4700, 517399
0, 4800, 519972
0, 4899, 522704
