seen, seed_size, seed_score
265, 100, 77553.7
553, 200, 109137
822, 300, 148589
1114, 400, 176651
1435, 500, 198520
1730, 600, 214087
2107, 700, 229576
2445, 800, 244704
2728, 900, 257145
3085, 1000, 268619
3463, 1100, 283477
3780, 1200, 293743
4110, 1300, 300993
4494, 1400, 306996
4848, 1500, 316192
5229, 1600, 323194
5598, 1700, 329825
6075, 1800, 336056
6507, 1900, 342808
6888, 2000, 351354
7261, 2100, 356908
7719, 2200, 362664
8119, 2300, 369847
8532, 2400, 374673
8949, 2500, 378635
9413, 2600, 383567
9886, 2700, 387814
10324, 2800, 391842
10742, 2900, 396125
11128, 3000, 400977
11609, 3100, 404275
12057, 3200, 407957
12539, 3300, 410843
13065, 3400, 414551
13587, 3500, 418561
14139, 3600, 421946
14650, 3700, 425916
15223, 3800, 428335
15775, 3900, 432382
16254, 4000, 435912
16817, 4100, 438850
17387, 4200, 441556
18082, 4300, 445738
18755, 4400, 448143
19260, 4500, 450867
19853, 4600, 453770
20499, 4700, 456139
21059, 4800, 458811
21694, 4900, 461459
22215, 5000, 464032
22869, 5100, 466237
23478, 5200, 468253
24203, 5300, 471207
24816, 5400, 473274
25422, 5500, 475320
25990, 5600, 478039
26714, 5700, 480621
27258, 5800, 483322
27862, 5900, 485245
28452, 6000, 487347
29048, 6100, 490013
29747, 6200, 492310
30540, 6300, 494239
31147, 6400, 496068
31769, 6500, 498016
32431, 6600, 499805
33097, 6700, 501711
33912, 6800, 503768
34676, 6900, 505713
35365, 7000, 507805
36272, 7100, 509538
37022, 7200, 511518
37729, 7300, 513920
38416, 7400, 515510
39086, 7500, 517013
39995, 7600, 518542
40826, 7700, 519923
41580, 7800, 521707
42417, 7900, 523517
43331, 8000, 525092
44148, 8100, 526854
45024, 8200, 528516
45826, 8300, 530137
46739, 8400, 531725
47593, 8500, 533114
48616, 8600, 534575
49486, 8700, 536172
50601, 8800, 537480
51468, 8900, 539285
52360, 9000, 540574
53276, 9100, 542015
54162, 9200, 543126
55391, 9300, 544647
56501, 9400, 546033
57470, 9500, 547493
58588, 9600, 548986
59766, 9700, 550436
60746, 9800, 551965
61813, 9900, 553476
63183, 10000, 554901
64128, 10100, 556280
65327, 10200, 557793
66395, 10300, 559056
67618, 10400, 560432
68891, 10500, 561639
70087, 10600, 562952
71394, 10700, 564401
72424, 10800, 565584
73689, 10900, 566565
74878, 11000, 567839
76026, 11100, 569278
77402, 11200, 570555
78585, 11300, 571893
80047, 11400, 573100
81295, 11500, 574362
82732, 11600, 575662
84150, 11700, 576928
85518, 11800, 578080
87022, 11900, 579579
88505, 12000, 580812
89894, 12100, 582015
91279, 12200, 583128
92565, 12300, 584063
93933, 12400, 585369
95502, 12500, 586548
96823, 12600, 587540
98401, 12700, 588533
99830, 12800, 589763
101441, 12900, 590757
103197, 13000, 591789
104814, 13100, 592851
106451, 13200, 593990
108000, 13300, 595170
109660, 13400, 596168
111202, 13500, 597271
112771, 13600, 598485
113489, 13637, 598772
