seen, seed_size, seed_score
563, 100, 109967
1062, 200, 166380
1716, 300, 203845
2451, 400, 232759
3171, 500, 258486
3964, 600, 282190
4913, 700, 297997
6140, 800, 314386
7289, 900, 331549
8345, 1000, 345362
9877, 1100, 357239
11176, 1200, 368513
12826, 1300, 376694
14621, 1400, 386607
16789, 1500, 396445
19087, 1600, 404597
21670, 1700, 412309
24439, 1800, 419149
27534, 1900, 426786
30788, 2000, 433732
34929, 2100, 439752
40302, 2200, 446216
45508, 2300, 451677
53049, 2400, 457032
61741, 2500, 461982
74099, 2600, 467040
90430, 2700, 472349
113489, 2776, 475661
