seen, seed_size, seed_score
296, 100, 78157.3
613, 200, 126870
945, 300, 158587
1307, 400, 185215
1637, 500, 208473
1998, 600, 222539
2410, 700, 241929
2710, 800, 255177
3120, 900, 268502
3518, 1000, 283910
3872, 1100, 293843
4246, 1200, 301675
4657, 1300, 310296
5100, 1400, 318821
5540, 1500, 327038
6064, 1600, 333563
6538, 1700, 340802
6987, 1800, 350852
7578, 1900, 357697
8040, 2000, 365581
8552, 2100, 371564
9071, 2200, 376099
9631, 2300, 381287
10136, 2400, 387155
10707, 2500, 391951
11197, 2600, 397720
11714, 2700, 401365
12264, 2800, 405086
12896, 2900, 408878
13523, 3000, 413786
14113, 3100, 417492
14759, 3200, 421694
15384, 3300, 425351
16058, 3400, 429015
16613, 3500, 433027
17287, 3600, 436258
18126, 3700, 440769
18857, 3800, 443624
19502, 3900, 447149
20299, 4000, 450057
20992, 4100, 452929
21740, 4200, 456156
22377, 4300, 458974
23239, 4400, 461558
24064, 4500, 464781
24853, 4600, 467291
25558, 4700, 469930
26430, 4800, 472983
27152, 4900, 476363
27884, 5000, 478663
28582, 5100, 481323
29456, 5200, 484522
30392, 5300, 486778
31208, 5400, 488951
31958, 5500, 491226
32854, 5600, 493603
33881, 5700, 495950
34782, 5800, 498138
35735, 5900, 500585
36761, 6000, 502954
37649, 6100, 505468
38490, 6200, 507433
39526, 6300, 509306
40583, 6400, 510981
41606, 6500, 512927
42687, 6600, 515135
43880, 6700, 517080
44968, 6800, 519133
45932, 6900, 521011
47170, 7000, 522928
48485, 7100, 524664
49591, 7200, 526411
50874, 7300, 528146
52176, 7400, 530069
53286, 7500, 531714
54714, 7600, 533299
56142, 7700, 534919
57517, 7800, 536664
58909, 7900, 538324
60321, 8000, 540138
61776, 8100, 542116
63504, 8200, 543900
64960, 8300, 545645
66393, 8400, 547241
68030, 8500, 548845
69623, 8600, 550349
71177, 8700, 552028
72904, 8800, 553483
74677, 8900, 554971
76290, 9000, 556717
78050, 9100, 558389
79898, 9200, 559790
81613, 9300, 561410
83743, 9400, 562914
85882, 9500, 564535
87657, 9600, 566125
89566, 9700, 567606
91507, 9800, 569030
93426, 9900, 570390
95327, 10000, 571762
97318, 10100, 572963
99235, 10200, 574263
101569, 10300, 575650
103888, 10400, 576881
106266, 10500, 578313
108526, 10600, 579618
110629, 10700, 580929
112845, 10800, 582394
113489, 10822, 582591
113489, 10822, 582583
113489, 10822, 582574
