seen, seed_size, seed_score
121, 100, 769.928
248, 200, 1263.62
396, 300, 1745.75
537, 400, 2160.67
662, 500, 2562.67
807, 600, 2906.44
970, 700, 3215.95
1131, 800, 3532.61
1264, 900, 3814.52
1407, 1000, 4101.49
1565, 1100, 4372.18
1722, 1200, 4617.11
1889, 1300, 4869.36
2034, 1400, 5102.19
2206, 1500, 5298.76
2374, 1600, 5523.39
2554, 1700, 5724.96
2721, 1800, 5922.09
2896, 1900, 6124.14
3079, 2000, 6311.91
3254, 2100, 6484.71
3454, 2200, 6661.66
3653, 2300, 6829.27
3869, 2400, 6993.34
4052, 2500, 7163.95
4232, 2600, 7336.12
4466, 2700, 7480.91
4676, 2800, 7654.65
4899, 2900, 7797.8
5089, 3000, 7936.63
5303, 3100, 8079.89
5522, 3200, 8198.61
5720, 3300, 8331.08
5942, 3400, 8478.95
6168, 3500, 8617.13
6381, 3600, 8739.31
6624, 3700, 8858.53
6841, 3800, 8980.28
7056, 3900, 9095.22
7293, 4000, 9217.9
7600, 4000, 9217.66
