seen, seed_size, seed_score
580, 100, 117345
1082, 200, 168069
1653, 300, 201663
2372, 400, 229125
3000, 500, 251575
3742, 600, 276773
4612, 700, 291974
5352, 800, 305086
6379, 900, 317687
7233, 1000, 331402
8112, 1100, 343162
9152, 1200, 351829
10079, 1300, 360354
10947, 1400, 367629
12188, 1500, 374964
13401, 1600, 381858
14476, 1700, 387421
15753, 1800, 393869
17182, 1900, 399762
18597, 2000, 405859
19866, 2100, 410995
21266, 2200, 415453
22762, 2300, 419423
24112, 2400, 423258
25566, 2500, 426729
26918, 2600, 431173
28484, 2700, 435252
30216, 2800, 439062
31697, 2900, 442145
33725, 3000, 445475
35471, 3100, 448757
37347, 3200, 451925
39079, 3300, 454639
41014, 3400, 456755
42826, 3500, 459961
44459, 3600, 462292
46216, 3700, 464763
48263, 3800, 467044
50072, 3900, 469057
51899, 4000, 471323
53592, 4100, 473422
55708, 4200, 475290
57626, 4300, 476937
59796, 4400, 479005
61728, 4500, 481111
63877, 4600, 483296
66225, 4700, 485398
68814, 4800, 487214
71179, 4900, 489087
73660, 5000, 490619
76391, 5100, 492680
78834, 5200, 494566
81502, 5300, 496373
84112, 5400, 497870
87016, 5500, 499412
89631, 5600, 500855
92103, 5700, 502294
94854, 5800, 503738
97587, 5900, 505037
100451, 6000, 506388
113489, 6000, 506389
