seen, seed_size, seed_score
837, 100, 136419
1928, 200, 195138
3013, 300, 234065
4360, 400, 265575
5891, 500, 286847
7742, 600, 309091
9289, 700, 324097
11147, 800, 338208
13455, 900, 348910
15990, 1000, 359187
18559, 1100, 368712
21437, 1200, 376387
24650, 1300, 383774
27520, 1400, 390781
30274, 1500, 396883
33915, 1600, 402441
36880, 1700, 407373
40339, 1800, 412004
44673, 1900, 416778
48627, 2000, 421006
52447, 2100, 425301
56757, 2200, 428995
61251, 2300, 432223
66038, 2400, 435875
70943, 2500, 439194
75868, 2600, 442332
81205, 2700, 445457
85918, 2800, 448331
90871, 2900, 451188
96240, 3000, 454109
113489, 3000, 454075
