seen, seed_size, seed_score
328, 100, 80520.3
725, 200, 137498
1110, 300, 174187
1533, 400, 201981
1968, 500, 218865
2423, 600, 240170
2793, 700, 254818
3299, 800, 274194
3830, 900, 288806
4351, 1000, 298069
4851, 1100, 308887
5424, 1200, 318905
6065, 1300, 326857
6640, 1400, 335162
7205, 1500, 346089
7853, 1600, 353434
8426, 1700, 361707
9156, 1800, 367894
9826, 1900, 373998
10447, 2000, 379610
10994, 2100, 385070
11692, 2200, 390359
12402, 2300, 394615
13093, 2400, 398917
13773, 2500, 403559
14457, 2600, 407170
15126, 2700, 410746
15944, 2800, 415523
16678, 2900, 419812
17500, 3000, 422937
18284, 3100, 427139
19121, 3200, 430409
19946, 3300, 433877
20912, 3400, 436865
21737, 3500, 440312
22658, 3600, 443066
23384, 3700, 445538
24292, 3800, 448373
25136, 3900, 450822
25937, 4000, 453799
26832, 4100, 457039
27720, 4200, 459710
28646, 4300, 462349
29407, 4400, 464950
30347, 4500, 467247
31208, 4600, 469254
32086, 4700, 471465
32962, 4800, 473347
33986, 4900, 475709
35167, 5000, 478073
36211, 5100, 480070
37365, 5200, 482718
38307, 5300, 484753
39310, 5400, 486198
40443, 5500, 487739
41493, 5600, 489636
42692, 5700, 491656
43666, 5800, 493191
44755, 5900, 494919
45832, 6000, 496602
46934, 6100, 498207
48227, 6200, 499623
49247, 6300, 501124
50374, 6400, 502371
51255, 6500, 503824
52358, 6600, 505230
53586, 6700, 506704
54912, 6800, 507900
56272, 6900, 509308
57377, 7000, 510637
58588, 7100, 512015
59968, 7200, 513404
61365, 7300, 514805
62653, 7400, 516393
64040, 7500, 517774
65326, 7600, 519207
66560, 7700, 520256
67995, 7800, 521315
69414, 7900, 522460
70769, 8000, 523854
72081, 8100, 525094
73744, 8200, 526082
75131, 8300, 527389
76394, 8400, 528738
77983, 8500, 529994
79308, 8600, 531165
80986, 8700, 532132
82490, 8800, 533406
83978, 8900, 534652
85408, 9000, 535598
86920, 9100, 536772
88641, 9200, 537884
90072, 9300, 538812
91663, 9400, 539762
93158, 9500, 540590
94653, 9600, 541716
96384, 9700, 542597
97804, 9800, 543526
99415, 9900, 544442
101263, 10000, 545508
113489, 10000, 545511
