seen, seed_size, seed_score
270, 100, 78194.1
585, 200, 124968
892, 300, 155395
1221, 400, 182593
1568, 500, 205746
1944, 600, 220019
2294, 700, 235260
2621, 800, 250677
3000, 900, 264377
3379, 1000, 280998
3739, 1100, 291750
4115, 1200, 299498
4558, 1300, 308136
4984, 1400, 316222
5428, 1500, 324499
5941, 1600, 330985
6420, 1700, 338545
6861, 1800, 347060
7315, 1900, 353940
7788, 2000, 359983
8220, 2100, 367012
8719, 2200, 371498
9298, 2300, 376970
9860, 2400, 382302
10361, 2500, 386567
10864, 2600, 391743
11392, 2700, 396640
11961, 2800, 400733
12494, 2900, 403749
13112, 3000, 407789
13675, 3100, 411577
14255, 3200, 415424
14838, 3300, 418621
15489, 3400, 422052
16144, 3500, 426219
16809, 3600, 429725
17570, 3700, 432764
18230, 3800, 436655
18966, 3900, 439677
19649, 4000, 442756
20519, 4100, 445466
21282, 4200, 448858
22115, 4300, 452017
22973, 4400, 454754
23844, 4500, 457312
24695, 4600, 459977
25431, 4700, 462351
26330, 4800, 465685
27084, 4900, 468649
28051, 5000, 471189
29015, 5100, 474530
29954, 5200, 477129
30952, 5300, 479313
31915, 5400, 481644
32898, 5500, 483967
34034, 5600, 486369
35229, 5700, 488814
36516, 5800, 491342
37589, 5900, 494158
38634, 6000, 496130
39935, 6100, 497828
41070, 6200, 499508
42301, 6300, 501795
43613, 6400, 503673
44835, 6500, 505686
45937, 6600, 507571
47593, 6700, 509374
49120, 6800, 511209
50808, 6900, 512888
52250, 7000, 514837
53958, 7100, 516581
56117, 7200, 518358
57756, 7300, 520019
59751, 7400, 521823
61568, 7500, 523741
63599, 7600, 525637
65758, 7700, 527456
68016, 7800, 529152
70013, 7900, 530702
71926, 8000, 532418
74260, 8100, 533792
76290, 8200, 535609
78561, 8300, 537275
81240, 8400, 538820
83761, 8500, 540420
86590, 8600, 542269
89035, 8700, 543788
91797, 8800, 545144
94385, 8900, 546577
96854, 9000, 547833
99842, 9100, 549228
102989, 9200, 550438
106166, 9300, 551964
109245, 9400, 553187
112214, 9500, 554537
113489, 9539, 555047
