seen, seed_size, seed_score
162, 100, 63835.1
331, 200, 83223.8
512, 300, 108292
669, 400, 134799
848, 500, 154097
1020, 600, 172237
1200, 700, 185594
1395, 800, 195748
1575, 900, 211267
1779, 1000, 219205
1968, 1100, 226844
2149, 1200, 236131
2353, 1300, 245526
2531, 1400, 253992
2709, 1500, 262062
2891, 1600, 266408
3089, 1700, 275664
3315, 1800, 285455
3530, 1900, 293006
3741, 2000, 299866
3934, 2100, 305488
4125, 2200, 309094
4359, 2300, 312473
4593, 2400, 317811
4800, 2500, 323108
5025, 2600, 326898
5234, 2700, 331233
5472, 2800, 335524
5726, 2900, 338706
5977, 3000, 343124
6228, 3100, 347432
6466, 3200, 350663
6706, 3300, 355653
6929, 3400, 360547
7183, 3500, 364716
7427, 3600, 367806
7694, 3700, 371222
7962, 3800, 375808
8200, 3900, 379929
8473, 4000, 382870
8747, 4100, 385844
9006, 4200, 388403
9272, 4300, 391137
9514, 4400, 394020
9819, 4500, 396654
10095, 4600, 400162
10391, 4700, 402782
10667, 4800, 405513
10939, 4900, 408715
11238, 5000, 411842
11494, 5100, 413910
11773, 5200, 416442
12065, 5300, 418484
12326, 5400, 420289
12631, 5500, 422470
12960, 5600, 424546
13236, 5700, 426950
13572, 5800, 429396
13882, 5900, 431952
14245, 6000, 434047
14534, 6100, 435738
14838, 6200, 437917
15171, 6300, 439574
15490, 6400, 441830
15812, 6500, 444143
16145, 6600, 446616
16460, 6700, 448334
16782, 6800, 450557
17182, 6900, 452254
17592, 7000, 454243
17940, 7100, 456644
18322, 7200, 458610
18725, 7300, 460192
19021, 7400, 462082
19366, 7500, 463830
19788, 7600, 465809
20232, 7700, 467684
20585, 7800, 469198
20975, 7900, 470867
21389, 8000, 472645
21779, 8100, 474426
22181, 8200, 476395
22657, 8300, 477714
23028, 8400, 479560
23458, 8500, 480762
23964, 8600, 482924
24450, 8700, 484455
24836, 8800, 485935
25255, 8900, 487384
25680, 9000, 489096
26117, 9100, 491014
26559, 9200, 492340
26954, 9300, 494772
27377, 9400, 496158
27759, 9500, 497543
28218, 9600, 499032
28624, 9700, 500792
29112, 9800, 502670
29533, 9900, 504349
29989, 10000, 505548
30491, 10100, 506750
30941, 10200, 508182
31387, 10300, 509479
31860, 10400, 510860
32330, 10500, 512282
32856, 10600, 513716
33412, 10700, 515038
33879, 10800, 516318
34358, 10900, 517614
34873, 11000, 518830
35390, 11100, 520433
35899, 11200, 521557
36505, 11300, 522893
37028, 11400, 524158
37569, 11500, 526097
38145, 11600, 527474
38680, 11700, 528617
39159, 11800, 529633
39800, 11900, 530701
40410, 12000, 531555
40982, 12100, 532696
41508, 12200, 533990
42112, 12300, 535319
42749, 12400, 536679
43408, 12500, 537677
44037, 12600, 538904
44634, 12700, 540169
45209, 12800, 541400
45801, 12900, 542468
46450, 13000, 543581
47063, 13100, 544668
47752, 13200, 545615
48456, 13300, 546578
49130, 13400, 547713
49871, 13500, 548632
50682, 13600, 549724
51369, 13700, 551129
52148, 13800, 552223
52805, 13900, 553207
53497, 14000, 554164
54203, 14100, 555060
55083, 14200, 556115
55976, 14300, 557025
56799, 14400, 558259
57556, 14500, 559192
58345, 14600, 560298
59198, 14700, 561134
60058, 14800, 562388
60864, 14900, 563490
61645, 15000, 564531
62483, 15100, 565624
63328, 15200, 566545
64121, 15300, 567561
65003, 15400, 568671
65898, 15500, 569706
66743, 15600, 570576
67677, 15700, 571606
68636, 15800, 572484
69486, 15900, 573352
70368, 16000, 574412
71367, 16100, 575426
72083, 16200, 576282
73012, 16300, 577042
74064, 16400, 577912
74869, 16500, 578830
75831, 16600, 579902
76879, 16700, 580926
77755, 16800, 581844
78643, 16900, 582775
79785, 17000, 583713
80754, 17100, 584583
81828, 17200, 585644
82930, 17300, 586514
83931, 17400, 587489
85101, 17500, 588367
85971, 17600, 589122
86981, 17700, 590106
88121, 17800, 591022
88969, 17900, 591863
89978, 18000, 592764
90943, 18100, 593468
91828, 18200, 594255
92869, 18300, 594984
93847, 18400, 595863
94838, 18500, 596794
96087, 18600, 597565
97107, 18700, 598235
98160, 18800, 598951
99271, 18900, 599818
100422, 19000, 600573
101700, 19100, 601349
102690, 19200, 602078
103994, 19300, 602837
105188, 19400, 603641
106360, 19500, 604397
107515, 19600, 605143
108668, 19700, 605956
109864, 19800, 606748
110930, 19900, 607496
112214, 20000, 608344
113489, 20000, 608350
