seen, seed_size, seed_score
733, 100, 131266
1533, 200, 187908
2463, 300, 223051
3368, 400, 255439
4601, 500, 278347
5830, 600, 294579
7121, 700, 314460
8348, 800, 329401
9863, 900, 340789
11405, 1000, 351595
13144, 1100, 360225
15063, 1200, 368709
16998, 1300, 377549
19352, 1400, 384901
21282, 1500, 391284
23681, 1600, 396798
25739, 1700, 402089
28287, 1800, 408244
30642, 1900, 413551
33601, 2000, 418035
35818, 2100, 422249
38547, 2200, 426655
42082, 2300, 429824
44930, 2400, 433688
47589, 2500, 436795
50262, 2600, 440176
53580, 2700, 443466
57419, 2800, 446311
60520, 2900, 449173
63442, 3000, 452198
66627, 3100, 455036
70381, 3200, 457852
74430, 3300, 459890
78263, 3400, 462545
82209, 3500, 464782
86714, 3600, 467586
91000, 3700, 469796
94953, 3800, 471639
99154, 3900, 473414
103163, 4000, 475704
113489, 4000, 475689
