seen, seed_size, seed_score
946, 100, 3474.02
1902, 200, 6071.14
2951, 300, 9723.46
3999, 400, 12410.7
5080, 500, 15244.5
6091, 600, 18131.7
7097, 700, 21024.7
7989, 800, 25250.2
8923, 900, 27724.7
9835, 1000, 29642.4
10765, 1100, 31954.4
11887, 1200, 34021
12769, 1300, 37411.5
13794, 1400, 40686.6
14784, 1500, 42536.9
15851, 1600, 45939.7
16754, 1700, 48080.9
17651, 1800, 49964.1
18595, 1900, 51865.5
19516, 2000, 53812.8
20441, 2100, 56085.3
21518, 2200, 58042.9
22463, 2300, 59701.2
23399, 2400, 61991.1
24345, 2500, 64141.3
25296, 2600, 66106
26203, 2700, 69330.9
27332, 2800, 71078.3
28256, 2900, 72714.1
29253, 3000, 74644.6
30305, 3100, 77712
31318, 3200, 79355.4
32309, 3300, 84732.1
33284, 3400, 86456.3
34365, 3500, 88990.4
35427, 3600, 91192.2
36393, 3700, 92402.5
37457, 3800, 94908.1
38399, 3900, 96569.3
39388, 4000, 98051.3
40415, 4100, 99591
41350, 4200, 101092
42284, 4300, 102852
43361, 4400, 105431
44393, 4500, 106861
45381, 4600, 107854
46320, 4700, 109172
47323, 4800, 111234
48318, 4900, 112184
49320, 5000, 113777
50256, 5100, 115344
51256, 5200, 116792
52289, 5300, 118572
53190, 5400, 120552
54221, 5500, 121715
55194, 5600, 122924
56091, 5700, 125190
57198, 5800, 126618
58196, 5900, 129789
59125, 6000, 131125
60292, 6100, 132254
61140, 6200, 133495
62056, 6300, 134979
63018, 6400, 137046
63934, 6500, 139028
64918, 6600, 140009
66115, 6700, 141549
67136, 6800, 142709
68157, 6900, 143850
69161, 7000, 145436
70268, 7100, 146656
71276, 7200, 148210
72465, 7300, 149872
73603, 7400, 152097
74649, 7500, 154737
75866, 7600, 155585
77027, 7700, 156802
78056, 7800, 157680
79023, 7900, 159299
80113, 8000, 160483
81324, 8100, 162704
82392, 8200, 164317
83415, 8300, 165335
84450, 8400, 166677
85279, 8500, 168140
86271, 8600, 169667
87349, 8700, 170812
88396, 8800, 172019
89307, 8900, 173595
90335, 9000, 174659
91228, 9100, 175648
92113, 9200, 176914
93194, 9300, 177797
94186, 9400, 179417
95269, 9500, 180715
96523, 9600, 182023
97486, 9700, 184136
98719, 9800, 186437
99869, 9900, 187517
100975, 10000, 189667
113489, 10000, 189775
