seen, seed_size, seed_score
1297, 100, 9903
2705, 200, 19070.3
3949, 300, 26681.4
5283, 400, 37357.6
7008, 500, 43722.7
8161, 600, 50983.6
9815, 700, 59141.2
11247, 800, 64796
12799, 900, 78240.1
14190, 1000, 84154.7
15865, 1100, 91266.5
17273, 1200, 97245.9
18660, 1300, 103412
19981, 1400, 109965
21781, 1500, 118182
23480, 1600, 123483
24931, 1700, 128944
26337, 1800, 137159
27846, 1900, 143458
29222, 2000, 150370
30720, 2100, 155224
32353, 2200, 159468
34038, 2300, 163987
35702, 2400, 168552
37268, 2500, 173210
39000, 2600, 178498
40537, 2700, 184423
41869, 2800, 188060
43574, 2900, 191871
45281, 3000, 196437
46844, 3100, 202729
48769, 3200, 206405
50454, 3300, 211731
51868, 3400, 215969
53778, 3500, 220367
55419, 3600, 222884
57080, 3700, 227501
58958, 3800, 230879
60265, 3900, 234767
61937, 4000, 241029
63901, 4100, 244089
65544, 4200, 247773
67444, 4300, 252627
69111, 4400, 256068
70641, 4500, 258931
72238, 4600, 261807
74001, 4700, 266591
75604, 4800, 270920
77424, 4900, 282097
79149, 5000, 284322
81011, 5100, 286788
82700, 5200, 290748
84473, 5300, 296181
86070, 5400, 298659
87759, 5500, 303455
89556, 5600, 306636
91706, 5700, 310231
93655, 5800, 314653
95496, 5900, 317145
97109, 6000, 319707
99278, 6100, 323590
101474, 6200, 326590
103436, 6300, 329623
105411, 6400, 332806
107691, 6500, 335321
109600, 6600, 337957
111615, 6700, 343260
113489, 6786, 346602
